120000, 5, 2.636280e+07
300000, 5, 2.635776e+07
600000, 5, 2.019817e+07
900000, 5, 1.412420e+07
1200000, 5, 1.411751e+07
1500000, 5, 1.411339e+07
1800000, 5, 1.397756e+07
2100000, 5, 1.397318e+07
2400000, 5, 1.396944e+07
2700000, 5, 1.393502e+07
120000, 5, 2.632058e+07
300000, 5, 2.631520e+07
600000, 5, 2.053227e+07
900000, 5, 1.542199e+07
1200000, 5, 1.528254e+07
1500000, 5, 1.527658e+07
1800000, 5, 1.519012e+07
2100000, 5, 1.518548e+07
2400000, 5, 1.516273e+07
2700000, 5, 1.512777e+07
120000, 5, 2.737682e+07
300000, 5, 2.737294e+07
600000, 5, 2.251660e+07
900000, 5, 1.593931e+07
1200000, 5, 1.591848e+07
1500000, 5, 1.591085e+07
1800000, 5, 1.580027e+07
2100000, 5, 1.579714e+07
2400000, 5, 1.578535e+07
2700000, 5, 1.567503e+07
120000, 5, 2.673548e+07
300000, 5, 2.673075e+07
600000, 5, 1.942539e+07
900000, 5, 1.694214e+07
1200000, 5, 1.674310e+07
1500000, 5, 1.673607e+07
1800000, 5, 1.666286e+07
2100000, 5, 1.665927e+07
